,sentence,sentiment_values
5610,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",1
5611,Gives an intriguing twist to the French coming-of-age genre .,3
5612,"Together , Tok and O orchestrate a buoyant , darkly funny dance of death .",4
5613,Suffers from a flat script and a low budget .,1
5614,I 'm going to give it a marginal thumbs up .,3
5615,"Maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .",0
5616,The young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .,1
5617,Nothing about them is attractive .,1
5618,"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered .",1
5619,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",1
5620,Black-and-white and unrealistic .,0
5621,"The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .",0
5622,... nothing scary here except for some awful acting and lame special effects .,1
5623,classic cinema served up with heart and humor,4
5624,Dramas like this make it human .,4
5625,( Crystal and De Niro ) manage to squeeze out some good laughs but not enough to make this silly con job sing .,2
5626,There has to be a few advantages to never growing old .,2
5627,"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1\/2 Weeks , Unfaithful is at once intimate and universal cinema .",4
5628,While much of the cast has charm -- especially Allodi and Nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .,2
5629,So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,1
5630,Turns potentially forgettable formula into something strangely diverting .,3
5631,Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .,1
5632,Especially give credit to Affleck .,4
5633,"Not the best Herzog perhaps , but unmistakably Herzog .",2
5634,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,4
5635,"An obvious copy of one of the best films ever made , how could it not be ?",1
5636,"The movie turns out to be ( Assayas ' ) homage to the Gallic ` tradition of quality , ' in all its fusty squareness .",1
5637,About one in three gags in White 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,1
5638,"A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",0
5639,"The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it .",0
5640,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,1
5641,"The picture runs a mere 84 minutes , but it 's no glance .",3
5642,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0
5643,"It 's predictable , but it jumps through the expected hoops with style and even some depth .",3
5644,The biggest problem with this movie is that it 's not nearly long enough .,2
5645,An ideal love story for those intolerant of the more common saccharine genre .,3
5646,"Hey , at least the title of this film lets you know exactly where it 's heading .",2
5647,"Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .",4
5648,"With Freeman and Judd , I 'll at least remember their characters .",2
5649,"Like Brosnan 's performance , Evelyn comes from the heart .",4
5650,"A determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird .",1
5651,"Its story about a young Chinese woman , Ah Na , who has come to New York City to replace past tragedy with the American Dream is one that any art-house moviegoer is likely to find compelling .",3
5652,"This is as lax and limp a comedy as I 've seen in a while , a meander through worn-out material .",1
5653,"Christina Ricci comedy about sympathy , hypocrisy and love is a misfire .",2
5654,"Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",1
5655,"The film would work much better as a video installation in a museum , where viewers would be free to leave .",0
5656,No telegraphing is too obvious or simplistic for this movie .,1
5657,"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",1
5658,"One long , numbing action sequence made up mostly of routine stuff Yuen has given us before .",1
5659,"The subtitled costume drama is set in a remote African empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow .",3
5660,"The film becomes an overwhelming pleasure , and you find yourself rooting for Gai 's character to avoid the fate that has befallen every other Carmen before her .",3
5661,The pretensions -- and disposable story -- sink the movie .,1
5662,"It 's best to avoid imprisonment with the dull , nerdy folks that inhabit Cherish .",1
5663,Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .,3
5664,The first Fatal Attraction was vile enough .,0
5665,"Call me a wimp , but I cried , not once , but three times in this animated sweet film .",4
5666,This may be Burns 's strongest film since The Brothers McMullen .,4
5667,"Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .",0
5668,It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,4
5669,"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",3
5670,"Byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .",3
5671,Choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,0
5672,The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level .,4
